day_of_week,hour_of_day,traffic_level,total_connectors,available_connectors,queue_length,wait_time_minutes
5,9,1,3,1,0,0.0
3,2,1,3,3,0,0.0
5,2,0,4,2,0,0.0
4,17,2,4,0,5,74.0
4,23,0,2,1,0,0.0
6,17,1,2,0,1,33.59
3,8,2,3,0,2,49.36
6,10,0,4,3,0,0.0
5,12,1,3,3,0,0.0
4,21,1,4,1,0,0.0
5,18,2,3,1,0,0.0
2,16,2,3,0,1,30.69
2,10,0,4,2,0,0.0
6,21,0,2,0,2,33.84
1,23,1,4,1,0,0.0
0,21,0,3,1,0,0.0
5,12,0,4,2,0,0.0
0,2,0,3,3,0,0.0
5,23,0,2,2,0,0.0
4,17,1,3,1,0,0.0
2,7,2,3,0,1,33.02
4,18,2,3,0,5,98.75
0,12,0,3,0,0,8.06
4,20,1,4,2,0,0.0
6,4,1,3,2,0,0.0
1,1,0,3,3,0,0.0
5,8,2,4,1,0,0.0
3,15,0,3,2,0,0.0
6,13,0,3,0,1,18.57
2,13,0,3,3,0,0.0
2,17,2,2,1,0,0.0
6,9,1,3,0,5,81.22
6,19,2,2,0,2,74.63
6,11,0,3,3,0,0.0
6,4,0,4,3,0,0.0
2,22,0,3,0,1,19.95
5,10,1,4,2,0,0.0
1,1,1,2,2,0,0.0
3,5,0,2,0,0,13.98
2,5,0,3,3,0,0.0
5,21,0,3,3,0,0.0
1,10,0,4,3,0,0.0
0,3,0,2,1,0,0.0
5,3,0,2,2,0,0.0
6,8,2,4,1,0,0.0
0,0,0,4,0,1,12.65
4,16,2,3,1,0,0.0
4,4,0,2,0,2,34.3
4,11,0,3,2,0,0.0
3,4,0,4,2,0,0.0
6,5,0,4,0,0,5.76
5,3,0,2,0,2,35.81
2,7,2,4,0,2,40.34
3,11,1,4,3,0,0.0
6,17,2,2,0,2,71.65
2,8,1,4,0,2,29.5
0,21,1,4,1,0,0.0
4,10,0,3,2,0,0.0
0,1,0,4,2,0,0.0
2,20,0,3,3,0,0.0
2,23,0,2,0,0,13.6
1,6,1,2,1,0,0.0
2,17,2,4,1,0,0.0
5,19,1,4,1,0,0.0
3,12,0,2,2,0,0.0
2,20,1,4,1,0,0.0
3,5,0,2,2,0,0.0
4,12,0,4,0,1,12.59
2,22,1,2,2,0,0.0
0,2,0,4,1,0,0.0
6,1,0,3,1,0,0.0
0,12,0,4,2,0,0.0
5,17,1,4,0,5,61.89
1,10,0,2,0,0,11.25
6,22,1,4,0,2,24.76
0,22,0,3,3,0,0.0
4,9,1,4,1,0,0.0
2,5,0,3,2,0,0.0
5,11,0,3,3,0,0.0
0,17,2,2,0,1,46.52
3,19,1,4,1,0,0.0
5,17,1,2,0,2,55.86
5,19,1,2,1,0,0.0
4,16,2,4,1,0,0.0
6,19,2,4,1,0,0.0
4,16,1,4,0,3,37.78
2,15,1,4,1,0,0.0
6,15,0,2,1,0,0.0
5,4,0,3,1,0,0.0
0,2,1,4,4,0,0.0
5,12,0,4,1,0,0.0
2,4,1,2,2,0,0.0
1,18,1,3,0,2,38.93
4,3,0,2,2,0,0.0
5,17,1,3,1,0,0.0
6,5,0,4,1,0,0.0
4,16,2,2,0,2,71.14
1,3,0,2,0,0,11.12
1,5,0,2,0,2,34.69
4,12,0,3,3,0,0.0
0,1,1,2,2,0,0.0
4,21,1,4,3,0,0.0
5,12,0,2,2,0,0.0
0,9,2,2,1,0,0.0
6,2,0,3,1,0,0.0
4,9,2,3,0,1,31.83
4,16,2,2,0,4,116.99
6,17,1,4,0,3,40.52
2,13,0,4,0,0,6.41
0,6,0,4,3,0,0.0
6,12,0,2,1,0,0.0
6,8,2,3,1,0,0.0
3,2,0,3,0,1,13.75
3,21,0,3,2,0,0.0
0,2,1,2,1,0,0.0
2,9,2,2,0,2,71.38
2,0,1,3,2,0,0.0
0,12,1,4,2,0,0.0
6,19,1,3,0,3,50.5
6,17,2,2,1,0,0.0
4,6,1,3,1,0,0.0
3,17,2,4,1,0,0.0
1,12,0,4,0,2,19.39
1,17,2,3,0,4,82.68
4,21,1,4,3,0,0.0
6,19,2,2,0,3,92.25
6,18,1,3,0,4,65.23
6,2,0,4,3,0,0.0
0,22,0,4,1,0,0.0
0,2,0,2,2,0,0.0
6,11,1,3,1,0,0.0
3,0,0,3,0,2,24.68
2,4,0,2,1,0,0.0
2,16,1,3,1,0,0.0
3,14,1,3,0,2,33.84
5,4,0,3,3,0,0.0
4,5,0,2,2,0,0.0
5,20,0,4,2,0,0.0
0,19,2,4,1,0,0.0
1,13,0,3,1,0,0.0
1,19,2,3,0,4,80.43
0,22,1,3,2,0,0.0
2,4,1,2,1,0,0.0
5,9,2,3,0,3,62.5
3,16,1,2,0,2,57.86
6,11,0,3,0,2,23.41
0,2,0,4,1,0,0.0
5,10,0,3,0,1,18.82
1,6,0,2,1,0,0.0
1,16,2,2,0,3,96.04
0,1,0,2,2,0,0.0
5,16,1,2,0,4,101.3
1,2,0,2,0,1,24.88
4,11,0,2,0,0,11.08
6,11,1,4,0,0,5.1
0,18,1,3,0,4,61.39
6,3,0,4,2,0,0.0
1,13,1,2,0,2,45.58
2,7,1,3,0,2,39.53
0,1,0,3,3,0,0.0
4,10,0,4,0,1,13.52
2,22,0,4,4,0,0.0
4,9,2,4,0,3,44.84
1,20,1,2,2,0,0.0
3,13,1,4,4,0,0.0
1,13,0,3,2,0,0.0
2,15,0,2,2,0,0.0
0,19,2,4,0,4,61.79
1,9,1,4,0,1,18.53
0,8,1,3,0,3,52.29
6,17,2,4,1,0,0.0
1,21,0,2,1,0,0.0
2,6,0,4,3,0,0.0
2,16,2,2,0,4,123.22
4,1,0,3,3,0,0.0
0,23,0,3,1,0,0.0
4,17,2,2,0,3,97.79
4,16,2,2,0,2,71.46
2,7,2,3,0,4,78.22
1,17,2,2,0,1,43.7
3,14,1,3,0,1,20.23
2,14,0,4,2,0,0.0
0,11,0,3,1,0,0.0
4,5,0,4,4,0,0.0
0,17,2,3,0,1,31.58
3,20,0,4,0,2,16.78
4,3,0,2,0,0,12.24
3,16,1,3,0,2,39.15
2,9,2,4,1,0,0.0
0,21,0,4,1,0,0.0
5,0,1,3,2,0,0.0
1,10,1,3,0,2,32.05
1,0,1,2,0,0,14.95
3,10,0,4,0,0,6.59
1,13,0,4,0,1,13.38
0,10,1,2,0,1,30.32
6,20,1,4,4,0,0.0
2,14,1,4,2,0,0.0
0,14,0,3,3,0,0.0
0,14,0,4,1,0,0.0
3,19,1,4,0,5,61.32
5,11,0,4,1,0,0.0
5,2,0,2,1,0,0.0
2,21,0,4,2,0,0.0
6,23,0,2,2,0,0.0
4,3,0,2,1,0,0.0
1,1,0,2,0,2,37.3
4,22,0,3,0,2,25.04
2,20,0,4,1,0,0.0
5,10,1,4,1,0,0.0
4,11,0,3,2,0,0.0
5,18,1,3,0,3,53.42
3,2,0,2,1,0,0.0
3,18,1,4,0,4,49.22
4,13,0,4,0,2,20.66
3,22,0,3,2,0,0.0
0,22,0,2,2,0,0.0
2,22,0,4,1,0,0.0
5,6,0,4,2,0,0.0
4,22,0,3,0,0,8.91
3,15,0,3,1,0,0.0
2,10,0,2,0,2,36.28
2,0,0,2,0,1,25.72
2,8,2,2,0,3,93.71
0,14,0,4,1,0,0.0
4,1,0,4,4,0,0.0
5,4,0,2,1,0,0.0
2,3,0,2,2,0,0.0
6,1,0,4,3,0,0.0
6,21,0,2,0,0,12.72
5,17,2,4,0,2,35.93
0,4,0,2,1,0,0.0
3,14,0,2,2,0,0.0
0,9,2,4,1,0,0.0
2,18,2,4,1,0,0.0
2,18,1,2,0,5,116.58
5,18,2,3,0,4,79.74
0,7,2,2,0,1,44.24
5,4,0,3,2,0,0.0
4,5,0,2,1,0,0.0
3,0,1,4,1,0,0.0
0,14,0,2,1,0,0.0
6,5,1,2,2,0,0.0
0,5,0,2,2,0,0.0
1,3,1,4,1,0,0.0
0,11,0,4,4,0,0.0
4,15,0,4,2,0,0.0
4,3,0,3,0,2,23.9
3,6,0,4,2,0,0.0
4,17,2,2,0,5,144.19
5,14,0,4,1,0,0.0
5,22,0,2,2,0,0.0
4,1,0,4,2,0,0.0
1,15,1,4,4,0,0.0
6,6,1,2,1,0,0.0
4,4,1,4,3,0,0.0
1,16,2,3,0,1,32.32
5,3,0,4,1,0,0.0
5,15,0,2,0,0,10.44
4,6,0,4,4,0,0.0
1,20,0,2,2,0,0.0
1,1,0,3,2,0,0.0
2,15,1,3,1,0,0.0
5,4,1,4,0,0,10.66
3,11,1,4,1,0,0.0
5,0,0,4,0,0,4.52
0,20,0,2,1,0,0.0
5,22,0,2,0,0,14.44
5,14,0,3,1,0,0.0
5,3,0,2,2,0,0.0
1,1,1,2,0,1,33.35
2,1,0,3,3,0,0.0
1,0,0,4,2,0,0.0
5,19,2,2,1,0,0.0
3,11,1,3,0,2,31.21
4,7,1,2,0,2,62.05
4,2,1,3,0,1,19.28
2,12,0,4,1,0,0.0
4,23,0,4,0,0,8.09
2,7,2,4,0,1,26.0
4,12,0,3,1,0,0.0
4,2,0,2,1,0,0.0
3,0,0,4,2,0,0.0
3,17,2,3,1,0,0.0
3,1,0,3,3,0,0.0
1,2,1,4,3,0,0.0
2,11,0,2,2,0,0.0
2,8,2,3,0,4,78.66
3,12,1,2,1,0,0.0
4,6,0,4,4,0,0.0
3,11,0,2,2,0,0.0
4,12,0,2,0,0,15.28
6,5,0,3,3,0,0.0
6,3,0,2,0,1,24.5
1,13,0,4,2,0,0.0
5,17,2,4,0,2,36.58
0,21,1,4,0,2,24.9
5,15,1,4,4,0,0.0
0,23,0,4,1,0,0.0
5,7,2,4,0,5,71.73
4,21,0,3,1,0,0.0
1,17,1,3,0,3,53.62
3,5,1,3,0,1,23.25
4,7,1,2,0,2,55.0
6,1,0,4,0,0,8.86
5,11,1,4,3,0,0.0
3,0,1,3,2,0,0.0
2,14,0,4,4,0,0.0
5,8,2,3,1,0,0.0
3,18,2,4,0,3,44.68
1,11,0,2,1,0,0.0
4,15,0,3,3,0,0.0
5,19,2,4,0,4,62.07
1,8,1,2,0,3,80.25
2,11,1,2,2,0,0.0
0,18,2,3,0,5,93.82
0,10,0,2,2,0,0.0
1,10,1,3,3,0,0.0
3,9,1,3,0,2,38.18
0,14,0,3,1,0,0.0
2,22,0,4,2,0,0.0
1,12,0,2,0,2,35.29
2,20,1,4,1,0,0.0
1,5,0,3,2,0,0.0
6,10,0,3,0,1,16.24
4,13,1,2,1,0,0.0
1,3,0,4,0,2,18.13
5,21,0,4,3,0,0.0
4,11,0,2,0,0,14.06
2,23,0,4,0,2,21.37
2,10,0,2,1,0,0.0
6,21,1,3,1,0,0.0
3,16,2,3,0,4,82.79
0,3,0,3,1,0,0.0
6,20,0,4,4,0,0.0
3,10,0,4,1,0,0.0
3,14,0,3,3,0,0.0
3,21,0,3,1,0,0.0
1,14,0,2,1,0,0.0
0,20,1,2,2,0,0.0
2,4,1,3,0,0,9.71
2,10,1,4,0,0,7.71
0,4,1,3,1,0,0.0
5,4,0,2,0,1,21.63
3,21,0,2,1,0,0.0
0,19,1,3,0,2,37.39
6,12,1,4,0,1,18.18
1,1,0,2,0,1,28.23
4,11,1,3,1,0,0.0
4,12,1,2,0,2,46.28
5,5,1,4,3,0,0.0
6,7,1,3,0,5,76.82
2,21,0,4,1,0,0.0
1,5,1,2,2,0,0.0
6,14,1,2,2,0,0.0
1,16,2,4,0,1,23.95
2,11,1,3,1,0,0.0
6,11,0,2,0,1,25.56
3,2,0,4,0,1,10.88
3,2,1,2,1,0,0.0
0,16,2,2,1,0,0.0
6,3,0,4,1,0,0.0
3,1,0,2,1,0,0.0
0,4,0,3,2,0,0.0
5,17,2,2,0,1,48.85
6,15,1,4,3,0,0.0
5,8,2,4,1,0,0.0
3,6,0,3,2,0,0.0
1,4,0,2,2,0,0.0
1,4,1,2,2,0,0.0
0,20,1,2,1,0,0.0
2,4,1,3,1,0,0.0
5,21,1,4,1,0,0.0
1,23,0,3,0,1,15.72
1,19,1,3,0,1,25.97
3,7,2,4,1,0,0.0
6,7,2,2,0,5,145.09
0,8,2,3,1,0,0.0
2,3,0,2,1,0,0.0
5,10,1,2,1,0,0.0
6,3,1,4,2,0,0.0
1,0,0,4,1,0,0.0
6,12,0,2,2,0,0.0
0,16,2,3,1,0,0.0
1,18,2,4,0,4,60.01
0,10,0,4,3,0,0.0
0,11,0,3,0,0,7.46
5,21,0,2,0,1,24.78
5,8,1,2,0,3,77.82
3,8,2,2,0,5,143.26
5,12,0,4,4,0,0.0
2,14,0,4,2,0,0.0
6,5,0,2,0,0,11.98
0,8,2,2,0,1,51.2
0,19,2,4,0,2,37.12
5,21,0,2,1,0,0.0
0,6,0,4,3,0,0.0
4,12,1,3,3,0,0.0
3,1,1,4,3,0,0.0
1,2,0,2,1,0,0.0
3,7,2,2,0,2,71.41
3,20,1,3,0,1,23.06
2,22,1,4,4,0,0.0
4,15,1,4,3,0,0.0
2,7,1,4,0,2,28.58
0,19,2,2,1,0,0.0
2,9,1,2,0,2,60.85
1,3,0,2,0,0,13.24
4,2,0,3,2,0,0.0
3,12,0,3,3,0,0.0
6,9,1,3,0,1,25.79
1,13,0,4,3,0,0.0
2,9,2,4,1,0,0.0
3,12,1,3,3,0,0.0
4,14,0,3,3,0,0.0
6,6,0,3,3,0,0.0
5,1,0,3,0,0,9.23
3,7,2,3,0,4,76.86
1,1,1,4,3,0,0.0
2,18,2,3,0,4,77.75
3,2,1,2,2,0,0.0
5,11,1,2,2,0,0.0
3,7,1,3,0,3,49.61
4,14,0,4,1,0,0.0
2,11,0,2,2,0,0.0
1,14,1,3,1,0,0.0
3,9,1,2,0,5,117.29
2,16,2,4,0,5,75.47
3,11,0,3,3,0,0.0
1,9,2,3,0,2,52.46
2,22,0,3,2,0,0.0
4,3,1,3,1,0,0.0
6,19,2,2,0,3,97.28
4,14,0,3,2,0,0.0
3,8,2,2,0,2,73.0
1,1,0,4,4,0,0.0
3,4,1,4,3,0,0.0
5,6,1,4,4,0,0.0
5,16,2,4,0,2,32.4
1,3,1,2,1,0,0.0
1,1,0,4,0,1,11.41
6,1,0,3,2,0,0.0
6,16,1,3,0,4,63.42
2,10,1,3,1,0,0.0
6,4,0,2,0,0,11.26
2,8,2,4,0,4,59.66
0,4,1,4,1,0,0.0
4,1,0,2,2,0,0.0
6,11,0,2,0,0,11.56
5,14,0,3,2,0,0.0
4,22,0,4,1,0,0.0
2,18,2,3,1,0,0.0
0,17,1,3,0,1,22.04
2,22,1,3,2,0,0.0
1,8,2,4,1,0,0.0
3,7,1,2,0,5,118.5
4,11,0,2,1,0,0.0
1,6,0,3,1,0,0.0
0,7,2,2,1,0,0.0
2,5,0,3,1,0,0.0
5,3,0,2,0,2,35.35
3,22,0,4,4,0,0.0
5,22,1,4,3,0,0.0
6,17,1,2,0,2,58.98
4,8,2,3,0,2,52.15
6,20,1,2,2,0,0.0
3,14,0,3,3,0,0.0
2,6,0,2,0,1,23.16
0,4,1,2,1,0,0.0
0,5,1,2,2,0,0.0
2,13,0,3,1,0,0.0
3,10,0,4,1,0,0.0
1,4,0,4,4,0,0.0
6,7,1,2,0,2,53.44
2,12,0,4,1,0,0.0
1,0,0,2,0,0,11.93
2,13,0,3,0,2,27.2
5,3,0,4,3,0,0.0
2,0,0,3,1,0,0.0
6,15,1,4,2,0,0.0
6,10,1,2,0,0,20.17
2,20,0,3,0,0,5.87
1,7,2,4,0,4,60.99
1,7,1,2,0,2,57.57
0,4,0,4,3,0,0.0
0,18,1,4,0,4,48.54
5,5,1,2,0,1,37.79
0,11,0,2,2,0,0.0
3,8,2,4,1,0,0.0
5,3,1,3,3,0,0.0
2,8,1,3,0,3,48.99
0,12,1,3,1,0,0.0
4,14,1,2,1,0,0.0
5,4,1,3,0,0,11.34
1,10,0,4,4,0,0.0
6,22,0,3,3,0,0.0
6,17,2,3,0,5,96.94
5,23,0,2,1,0,0.0
1,20,0,2,2,0,0.0
6,2,0,2,0,0,14.67
0,1,1,2,1,0,0.0
4,1,1,2,1,0,0.0
5,17,2,3,0,1,32.2
3,1,0,3,0,2,25.62
1,19,2,2,0,5,143.22
4,19,2,3,0,2,48.54
4,10,0,4,3,0,0.0
0,5,0,2,1,0,0.0
3,23,0,3,1,0,0.0
4,14,0,2,0,1,24.31
6,9,1,2,0,4,98.74
1,12,0,4,2,0,0.0
4,20,0,3,1,0,0.0
5,23,1,2,2,0,0.0
6,6,0,2,1,0,0.0
2,14,0,2,2,0,0.0
6,16,2,3,0,1,31.26
2,14,0,2,0,1,25.75
4,21,1,3,2,0,0.0
0,19,1,3,1,0,0.0
3,8,2,4,0,4,59.94
3,20,0,4,1,0,0.0
4,23,0,3,1,0,0.0
2,5,0,3,3,0,0.0
2,5,0,2,2,0,0.0
1,0,0,3,3,0,0.0
2,17,1,2,0,1,41.25
5,11,1,4,1,0,0.0
1,18,1,3,0,3,51.9
6,13,0,2,0,2,33.95
2,10,1,4,4,0,0.0
3,7,1,3,1,0,0.0
5,23,1,2,1,0,0.0
1,19,2,4,0,1,26.52
3,12,0,2,2,0,0.0
2,19,1,4,0,1,17.69
1,6,0,4,1,0,0.0
5,17,1,2,0,5,115.69
4,7,1,4,0,1,18.31
1,4,0,2,0,1,27.75
5,9,2,4,0,3,43.73
4,4,1,3,3,0,0.0
4,15,0,3,0,0,14.61
6,18,2,2,0,3,98.11
4,17,2,2,0,3,96.45
6,4,0,4,0,1,12.39
1,18,2,4,1,0,0.0
5,16,1,3,0,5,78.57
2,23,1,3,3,0,0.0
2,12,0,4,0,2,19.79
3,23,0,2,1,0,0.0
5,5,1,2,0,2,50.04
3,4,0,2,0,0,13.61
0,9,1,4,0,3,39.18
1,19,2,3,0,1,31.61
2,23,1,3,0,0,10.53
3,19,1,3,1,0,0.0
4,19,2,4,0,5,71.61
5,16,2,2,0,5,146.27
5,6,1,2,2,0,0.0
0,1,0,2,1,0,0.0
3,0,1,4,1,0,0.0
5,0,0,2,1,0,0.0
1,23,1,2,1,0,0.0
1,17,1,3,0,1,27.19
2,20,0,2,0,1,19.12
1,16,2,2,0,3,97.31
4,22,0,2,2,0,0.0
1,21,1,4,0,0,8.51
3,12,1,4,3,0,0.0
1,14,0,3,1,0,0.0
1,17,2,2,1,0,0.0
5,6,0,2,1,0,0.0
5,2,0,4,0,2,18.71
4,12,0,2,1,0,0.0
0,7,2,3,0,1,31.22
0,2,0,2,2,0,0.0
4,5,0,2,2,0,0.0
4,4,1,2,2,0,0.0
6,16,1,4,0,2,31.5
3,23,1,4,0,2,26.27
3,10,1,4,0,1,14.7
3,15,0,3,0,1,17.48
6,20,0,4,4,0,0.0
1,0,1,4,4,0,0.0
0,20,0,3,0,2,23.06
1,14,0,4,3,0,0.0
0,14,1,4,0,1,13.49
4,13,1,4,1,0,0.0
4,22,0,3,3,0,0.0
1,23,0,4,1,0,0.0
5,12,0,3,3,0,0.0
4,12,1,2,1,0,0.0
4,3,0,2,1,0,0.0
1,9,2,4,0,3,46.75
2,7,2,4,1,0,0.0
5,20,0,2,2,0,0.0
2,4,1,4,0,1,17.97
2,20,0,3,3,0,0.0
3,18,1,3,1,0,0.0
4,19,2,3,0,5,97.91
0,17,2,4,0,4,61.03
2,17,2,3,0,4,81.45
2,2,0,4,4,0,0.0
6,16,1,3,1,0,0.0
3,7,2,3,0,2,49.03
3,23,1,4,4,0,0.0
0,12,1,3,0,1,20.38
2,10,1,2,0,2,49.61
5,16,1,3,0,2,40.6
0,1,0,2,0,1,26.51
0,12,0,3,0,0,10.71
6,17,2,2,0,3,97.42
4,3,0,2,2,0,0.0
4,18,1,4,0,3,39.7
3,9,2,4,0,5,74.14
4,23,0,3,0,2,24.95
2,13,0,2,0,1,23.24
6,11,0,2,0,0,12.17
0,21,1,3,3,0,0.0
6,21,0,3,2,0,0.0
5,6,0,2,1,0,0.0
2,3,0,4,4,0,0.0
1,14,1,4,2,0,0.0
3,14,0,4,4,0,0.0
6,15,0,4,0,2,17.26
3,5,1,3,0,0,9.48
0,20,0,2,1,0,0.0
5,3,0,2,1,0,0.0
2,9,1,3,0,4,64.71
3,8,2,4,1,0,0.0
4,12,0,3,2,0,0.0
0,12,0,2,0,1,23.42
2,19,2,4,1,0,0.0
1,10,0,3,1,0,0.0
6,5,1,2,0,1,31.88
1,6,1,4,2,0,0.0
3,0,0,3,2,0,0.0
3,12,1,3,2,0,0.0
5,10,1,3,1,0,0.0
4,13,0,3,0,0,4.55
4,7,1,3,1,0,0.0
6,2,0,2,1,0,0.0
